,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
567,kev,02/13/2025,Command Injection,CVE-2022-29303,SolarView Compact Command Injection Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://vulncheck.com/blog/solarview-exploitation', 'https://unit42.paloaltonetworks.com/mirai-variant-targets-iot-exploits/']","CVE-2022-29303 is a command injection vulnerability within a PHP component in the product's web server. 
Reports indicate that the vulnerability have been exploited by operators of Mirai botnet malware. ",,09/10/2024,02/11/2025
568,kev,02/13/2025,Command Injection,CVE-2023-1389,TP-Link Archer AX-21 Command Injection Vulnerability,secondary_impact,T1041,Exfiltration Over C2 Channel,15.1,enterprise,,,,"['https://thehackernews.com/2023/06/new-condi-malware-hijacking-tp-link-wi.html', 'https://cybersecuritynews.com/hackers-exploiting-tp-link/', 'https://www.bleepingcomputer.com/news/security/multiple-botnets-exploiting-one-year-old-tp-link-flaw-to-hack-routers/']","CVE-2023-1389 is a command injection vulnerability in one of the API components within the TP-Link Archer router’s web management interface. Public reports have reported that multiple botnet malware under the Mirai variants, including Condi, are targeting these vulnerable devices. 
",,09/10/2024,02/11/2025
569,kev,02/13/2025,Command Injection,CVE-2023-1389,TP-Link Archer AX-21 Command Injection Vulnerability,secondary_impact,T1070,Indicator Removal,15.1,enterprise,,,,"['https://thehackernews.com/2023/06/new-condi-malware-hijacking-tp-link-wi.html', 'https://cybersecuritynews.com/hackers-exploiting-tp-link/', 'https://www.bleepingcomputer.com/news/security/multiple-botnets-exploiting-one-year-old-tp-link-flaw-to-hack-routers/']","CVE-2023-1389 is a command injection vulnerability in one of the API components within the TP-Link Archer router’s web management interface. Public reports have reported that multiple botnet malware under the Mirai variants, including Condi, are targeting these vulnerable devices. 
",,09/10/2024,02/11/2025
570,kev,02/13/2025,Command Injection,CVE-2023-1389,TP-Link Archer AX-21 Command Injection Vulnerability,secondary_impact,T1498,Network Denial of Service,15.1,enterprise,,,,"['https://thehackernews.com/2023/06/new-condi-malware-hijacking-tp-link-wi.html', 'https://cybersecuritynews.com/hackers-exploiting-tp-link/', 'https://www.bleepingcomputer.com/news/security/multiple-botnets-exploiting-one-year-old-tp-link-flaw-to-hack-routers/']","CVE-2023-1389 is a command injection vulnerability in one of the API components within the TP-Link Archer router’s web management interface. Public reports have reported that multiple botnet malware under the Mirai variants, including Condi, are targeting these vulnerable devices. 
",,09/10/2024,02/11/2025
571,kev,02/13/2025,Command Injection,CVE-2023-1389,TP-Link Archer AX-21 Command Injection Vulnerability,primary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://thehackernews.com/2023/06/new-condi-malware-hijacking-tp-link-wi.html', 'https://cybersecuritynews.com/hackers-exploiting-tp-link/', 'https://www.bleepingcomputer.com/news/security/multiple-botnets-exploiting-one-year-old-tp-link-flaw-to-hack-routers/']","CVE-2023-1389 is a command injection vulnerability in one of the API components within the TP-Link Archer router’s web management interface. Public reports have reported that multiple botnet malware under the Mirai variants, including Condi, are targeting these vulnerable devices. 
",,09/10/2024,02/11/2025
572,kev,02/13/2025,Command Injection,CVE-2023-1389,TP-Link Archer AX-21 Command Injection Vulnerability,exploitation_technique,T1106,Native API,15.1,enterprise,,,,"['https://www.fortinet.com/blog/threat-research/botnets-continue-exploiting-cve-2023-1389-for-wide-scale-spread', 'https://cybersecuritynews.com/hackers-exploiting-tp-link/', 'https://www.bleepingcomputer.com/news/security/multiple-botnets-exploiting-one-year-old-tp-link-flaw-to-hack-routers/']","CVE-2023-1389 is a command injection vulnerability in one of the API components within the TP-Link Archer router’s web management interface. Public reports have reported that multiple botnet malware under the Mirai variants, including Condi, are targeting these vulnerable devices. 
",,09/10/2024,02/11/2025
573,kev,02/13/2025,Missing Authentication,CVE-2023-27532,Veeam Backup & Replication Cloud Connect Missing Authentication for Critical Function Vulnerability,secondary_impact,T1486,Data Encrypted for Impact,15.1,enterprise,,,,"['https://www.theregister.com/2024/07/11/estate_ransomware_veeam_bug/', 'https://www.securityweek.com/year-old-veeam-vulnerability-exploited-in-fresh-ransomware-attacks/', 'https://www.group-ib.com/blog/estate-ransomware/']","CVE-2023-27532 is a vulnerability in their backup & replication servers exposed online which allows unauthenticated users to request encrypted credentials. Public reporting has indicated that various ransomware groups have exploited vulnerability to gain access and crash the backup infrastructure hosts, extract stored encrypted credentials, and deploy additional tools. ",,09/10/2024,02/11/2025
574,kev,02/13/2025,Missing Authentication,CVE-2023-27532,Veeam Backup & Replication Cloud Connect Missing Authentication for Critical Function Vulnerability,secondary_impact,T1087,Account Discovery,15.1,enterprise,,,,"['https://www.theregister.com/2024/07/11/estate_ransomware_veeam_bug/', 'https://www.securityweek.com/year-old-veeam-vulnerability-exploited-in-fresh-ransomware-attacks/', 'https://www.group-ib.com/blog/estate-ransomware/']","CVE-2023-27532 is a vulnerability in their backup & replication servers exposed online which allows unauthenticated users to request encrypted credentials. Public reporting has indicated that various ransomware groups have exploited vulnerability to gain access and crash the backup infrastructure hosts, extract stored encrypted credentials, and deploy additional tools. ",,09/10/2024,02/11/2025
575,kev,02/13/2025,Missing Authentication,CVE-2023-27532,Veeam Backup & Replication Cloud Connect Missing Authentication for Critical Function Vulnerability,secondary_impact,T1555,Credentials from Password Stores,15.1,enterprise,,,,"['https://www.theregister.com/2024/07/11/estate_ransomware_veeam_bug/', 'https://www.securityweek.com/year-old-veeam-vulnerability-exploited-in-fresh-ransomware-attacks/', 'https://www.group-ib.com/blog/estate-ransomware/']","CVE-2023-27532 is a vulnerability in their backup & replication servers exposed online which allows unauthenticated users to request encrypted credentials. Public reporting has indicated that various ransomware groups have exploited vulnerability to gain access and crash the backup infrastructure hosts, extract stored encrypted credentials, and deploy additional tools. ",,09/10/2024,02/11/2025
576,kev,02/13/2025,Missing Authentication,CVE-2023-27532,Veeam Backup & Replication Cloud Connect Missing Authentication for Critical Function Vulnerability,secondary_impact,T1087.001,Local Account,15.1,enterprise,,,,"['https://www.theregister.com/2024/07/11/estate_ransomware_veeam_bug/', 'https://www.securityweek.com/year-old-veeam-vulnerability-exploited-in-fresh-ransomware-attacks/', 'https://www.group-ib.com/blog/estate-ransomware/']","CVE-2023-27532 is a vulnerability in their backup & replication servers exposed online which allows unauthenticated users to request encrypted credentials. Public reporting has indicated that various ransomware groups have exploited vulnerability to gain access and crash the backup infrastructure hosts, extract stored encrypted credentials, and deploy additional tools. ",,09/10/2024,02/11/2025
577,kev,02/13/2025,Missing Authentication,CVE-2023-27532,Veeam Backup & Replication Cloud Connect Missing Authentication for Critical Function Vulnerability,primary_impact,T1059.003,Windows Command Shell,15.1,enterprise,,,,"['https://www.theregister.com/2024/07/11/estate_ransomware_veeam_bug/', 'https://www.securityweek.com/year-old-veeam-vulnerability-exploited-in-fresh-ransomware-attacks/', 'https://www.group-ib.com/blog/estate-ransomware/']","CVE-2023-27532 is a vulnerability in their backup & replication servers exposed online which allows unauthenticated users to request encrypted credentials. Public reporting has indicated that various ransomware groups have exploited vulnerability to gain access and crash the backup infrastructure hosts, extract stored encrypted credentials, and deploy additional tools. ",,09/10/2024,02/11/2025
578,kev,02/13/2025,Missing Authentication,CVE-2023-27532,Veeam Backup & Replication Cloud Connect Missing Authentication for Critical Function Vulnerability,exploitation_technique,T1133,External Remote Services,15.1,enterprise,,,,"['https://www.theregister.com/2024/07/11/estate_ransomware_veeam_bug/', 'https://www.securityweek.com/year-old-veeam-vulnerability-exploited-in-fresh-ransomware-attacks/', 'https://www.group-ib.com/blog/estate-ransomware/']","CVE-2023-27532 is a vulnerability in their backup & replication servers exposed online which allows unauthenticated users to request encrypted credentials. Public reporting has indicated that various ransomware groups have exploited vulnerability to gain access and crash the backup infrastructure hosts, extract stored encrypted credentials, and deploy additional tools. ",,09/10/2024,02/11/2025
579,kev,02/13/2025,Directory Traversal (Relative and Absolute),CVE-2023-32315,Ignite Realtime Openfire Path Traversal Vulnerability,secondary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://thehackernews.com/2023/08/thousands-of-unpatched-openfire-xmpp.html', 'https://www.bleepingcomputer.com/news/security/over-3-000-openfire-servers-vulnerable-to-takover-attacks/', 'https://surevine.com/resource-centre/openfire-cve-2023-32315-what-we-know']","CVE-2023-32315 is a path traversal bug in Openfire's administrative console that could be leveraged for remote code execution. Public reports have indicated that threat actors were exploiting this vulnerability to gain access to the Openfire plugins interface to create new admin console user accounts, install a malicious plugin, and gain access to a webshell.  ",,09/10/2024,02/11/2025
580,kev,02/13/2025,Directory Traversal (Relative and Absolute),CVE-2023-32315,Ignite Realtime Openfire Path Traversal Vulnerability,secondary_impact,T1087.002,Domain Account,15.1,enterprise,,,,"['https://thehackernews.com/2023/08/thousands-of-unpatched-openfire-xmpp.html', 'https://www.bleepingcomputer.com/news/security/over-3-000-openfire-servers-vulnerable-to-takover-attacks/', 'https://surevine.com/resource-centre/openfire-cve-2023-32315-what-we-know']","CVE-2023-32315 is a path traversal bug in Openfire's administrative console that could be leveraged for remote code execution. Public reports have indicated that threat actors were exploiting this vulnerability to gain access to the Openfire plugins interface to create new admin console user accounts, install a malicious plugin, and gain access to a webshell.  ",,09/10/2024,02/11/2025
581,kev,02/13/2025,Directory Traversal (Relative and Absolute),CVE-2023-32315,Ignite Realtime Openfire Path Traversal Vulnerability,primary_impact,T1505.003,Web Shell,15.1,enterprise,,,,"['https://thehackernews.com/2023/08/thousands-of-unpatched-openfire-xmpp.html', 'https://www.bleepingcomputer.com/news/security/over-3-000-openfire-servers-vulnerable-to-takover-attacks/', 'https://surevine.com/resource-centre/openfire-cve-2023-32315-what-we-know']","CVE-2023-32315 is a path traversal bug in Openfire's administrative console that could be leveraged for remote code execution. Public reports have indicated that threat actors were exploiting this vulnerability to gain access to the Openfire plugins interface to create new admin console user accounts, install a malicious plugin, and gain access to a webshell.  ",,09/10/2024,02/11/2025
582,kev,02/13/2025,Directory Traversal (Relative and Absolute),CVE-2023-32315,Ignite Realtime Openfire Path Traversal Vulnerability,exploitation_technique,T1202,Indirect Command Execution,15.1,enterprise,,,,"['https://thehackernews.com/2023/08/thousands-of-unpatched-openfire-xmpp.html', 'https://www.bleepingcomputer.com/news/security/over-3-000-openfire-servers-vulnerable-to-takover-attacks/', 'https://surevine.com/resource-centre/openfire-cve-2023-32315-what-we-know']","CVE-2023-32315 is a path traversal bug in Openfire's administrative console that could be leveraged for remote code execution. Public reports have indicated that threat actors were exploiting this vulnerability to gain access to the Openfire plugins interface to create new admin console user accounts, install a malicious plugin, and gain access to a webshell.  ",,09/10/2024,02/11/2025
583,kev,02/13/2025,Code Execution,CVE-2023-38831,RARLAB WinRAR Code Execution Vulnerability,secondary_impact,T1041,Exfiltration Over C2 Channel,15.1,enterprise,,,,"['https://cybersecuritynews.com/hacktivist-group-exploit-winrar-vulnerability/', 'https://www.group-ib.com/blog/cve-2023-38831-winrar-zero-day/', 'https://thehackernews.com/2024/09/hacktivists-exploits-winrar.html', 'https://blog.google/threat-analysis-group/government-backed-actors-exploiting-winrar-vulnerability/']","CVE-2023-38831 is a vulnerability within the crafred archive process of WinRAR that occurs when a user attempts to open a seemingly legitimate document within a compromised archive, the vulnerability allows the attacker to execute arbitrary code on the system via a specially prepared archive. There have been public reports on the FROZENLAKE spear-phishing campaign, FROZENBARENTS, and ISLANDDREAMS leveraging this vulnerability. ",,09/10/2024,02/11/2025
584,kev,02/13/2025,Code Execution,CVE-2023-38831,RARLAB WinRAR Code Execution Vulnerability,secondary_impact,T1112,Modify Registry,15.1,enterprise,,,,"['https://cybersecuritynews.com/hacktivist-group-exploit-winrar-vulnerability/', 'https://www.group-ib.com/blog/cve-2023-38831-winrar-zero-day/', 'https://thehackernews.com/2024/09/hacktivists-exploits-winrar.html', 'https://blog.google/threat-analysis-group/government-backed-actors-exploiting-winrar-vulnerability/']","CVE-2023-38831 is a vulnerability within the crafred archive process of WinRAR that occurs when a user attempts to open a seemingly legitimate document within a compromised archive, the vulnerability allows the attacker to execute arbitrary code on the system via a specially prepared archive. There have been public reports on the FROZENLAKE spear-phishing campaign, FROZENBARENTS, and ISLANDDREAMS leveraging this vulnerability. ",,09/10/2024,02/11/2025
585,kev,02/13/2025,Code Execution,CVE-2023-38831,RARLAB WinRAR Code Execution Vulnerability,secondary_impact,T1053,Scheduled Task/Job,15.1,enterprise,,,,"['https://cybersecuritynews.com/hacktivist-group-exploit-winrar-vulnerability/', 'https://www.group-ib.com/blog/cve-2023-38831-winrar-zero-day/', 'https://thehackernews.com/2024/09/hacktivists-exploits-winrar.html', 'https://blog.google/threat-analysis-group/government-backed-actors-exploiting-winrar-vulnerability/']","CVE-2023-38831 is a vulnerability within the crafred archive process of WinRAR that occurs when a user attempts to open a seemingly legitimate document within a compromised archive, the vulnerability allows the attacker to execute arbitrary code on the system via a specially prepared archive. There have been public reports on the FROZENLAKE spear-phishing campaign, FROZENBARENTS, and ISLANDDREAMS leveraging this vulnerability. ",,09/10/2024,02/11/2025
586,kev,02/13/2025,Code Execution,CVE-2023-38831,RARLAB WinRAR Code Execution Vulnerability,secondary_impact,T1486,Data Encrypted for Impact,15.1,enterprise,,,,"['https://cybersecuritynews.com/hacktivist-group-exploit-winrar-vulnerability/', 'https://www.group-ib.com/blog/cve-2023-38831-winrar-zero-day/', 'https://thehackernews.com/2024/09/hacktivists-exploits-winrar.html', 'https://blog.google/threat-analysis-group/government-backed-actors-exploiting-winrar-vulnerability/']","CVE-2023-38831 is a vulnerability within the crafred archive process of WinRAR that occurs when a user attempts to open a seemingly legitimate document within a compromised archive, the vulnerability allows the attacker to execute arbitrary code on the system via a specially prepared archive. There have been public reports on the FROZENLAKE spear-phishing campaign, FROZENBARENTS, and ISLANDDREAMS leveraging this vulnerability. ",,09/10/2024,02/11/2025
587,kev,02/13/2025,Code Execution,CVE-2023-38831,RARLAB WinRAR Code Execution Vulnerability,secondary_impact,T1005,Data from Local System,15.1,enterprise,,,,"['https://cybersecuritynews.com/hacktivist-group-exploit-winrar-vulnerability/', 'https://www.group-ib.com/blog/cve-2023-38831-winrar-zero-day/', 'https://thehackernews.com/2024/09/hacktivists-exploits-winrar.html', 'https://blog.google/threat-analysis-group/government-backed-actors-exploiting-winrar-vulnerability/']","CVE-2023-38831 is a vulnerability within the crafred archive process of WinRAR that occurs when a user attempts to open a seemingly legitimate document within a compromised archive, the vulnerability allows the attacker to execute arbitrary code on the system via a specially prepared archive. There have been public reports on the FROZENLAKE spear-phishing campaign, FROZENBARENTS, and ISLANDDREAMS leveraging this vulnerability. ",,09/10/2024,02/11/2025
588,kev,02/13/2025,Code Execution,CVE-2023-38831,RARLAB WinRAR Code Execution Vulnerability,secondary_impact,T1105,Ingress Tool Transfer,15.1,enterprise,,,,"['https://cybersecuritynews.com/hacktivist-group-exploit-winrar-vulnerability/', 'https://www.group-ib.com/blog/cve-2023-38831-winrar-zero-day/', 'https://thehackernews.com/2024/09/hacktivists-exploits-winrar.html', 'https://blog.google/threat-analysis-group/government-backed-actors-exploiting-winrar-vulnerability/']","CVE-2023-38831 is a vulnerability within the crafred archive process of WinRAR that occurs when a user attempts to open a seemingly legitimate document within a compromised archive, the vulnerability allows the attacker to execute arbitrary code on the system via a specially prepared archive. There have been public reports on the FROZENLAKE spear-phishing campaign, FROZENBARENTS, and ISLANDDREAMS leveraging this vulnerability. ",,09/10/2024,02/11/2025
589,kev,02/13/2025,Command Injection,CVE-2022-29303,SolarView Compact Command Injection Vulnerability,exploitation_technique,T1505,Server Software Component,15.1,enterprise,,,,"['https://vulncheck.com/blog/solarview-exploitation', 'https://unit42.paloaltonetworks.com/mirai-variant-targets-iot-exploits/']","CVE-2022-29303 is a command injection vulnerability within a PHP component in the product's web server. 
Reports indicate that the vulnerability have been exploited by operators of Mirai botnet malware. ",,09/10/2024,02/11/2025
590,kev,02/13/2025,Code Execution,CVE-2023-38831,RARLAB WinRAR Code Execution Vulnerability,primary_impact,T1059.004,Unix Shell,15.1,enterprise,,,,"['https://cybersecuritynews.com/hacktivist-group-exploit-winrar-vulnerability/', 'https://www.group-ib.com/blog/cve-2023-38831-winrar-zero-day/', 'https://thehackernews.com/2024/09/hacktivists-exploits-winrar.html', 'https://blog.google/threat-analysis-group/government-backed-actors-exploiting-winrar-vulnerability/']","CVE-2023-38831 is a vulnerability within the crafred archive process of WinRAR that occurs when a user attempts to open a seemingly legitimate document within a compromised archive, the vulnerability allows the attacker to execute arbitrary code on the system via a specially prepared archive. There have been public reports on the FROZENLAKE spear-phishing campaign, FROZENBARENTS, and ISLANDDREAMS leveraging this vulnerability. ",,09/10/2024,02/11/2025
591,kev,02/13/2025,Code Execution,CVE-2023-38831,RARLAB WinRAR Code Execution Vulnerability,exploitation_technique,T1204,User Execution,15.1,enterprise,,,,"['https://cybersecuritynews.com/hacktivist-group-exploit-winrar-vulnerability/', 'https://www.group-ib.com/blog/cve-2023-38831-winrar-zero-day/', 'https://thehackernews.com/2024/09/hacktivists-exploits-winrar.html', 'https://blog.google/threat-analysis-group/government-backed-actors-exploiting-winrar-vulnerability/']","CVE-2023-38831 is a vulnerability within the crafred archive process of WinRAR that occurs when a user attempts to open a seemingly legitimate document within a compromised archive, the vulnerability allows the attacker to execute arbitrary code on the system via a specially prepared archive. There have been public reports on the FROZENLAKE spear-phishing campaign, FROZENBARENTS, and ISLANDDREAMS leveraging this vulnerability. ",,09/10/2024,02/11/2025
592,kev,02/13/2025,Other,CVE-2024-23692,Rejetto HTTP File Server Improper Neutralization of Special Elements Used in a Template Engine Vulnerability,secondary_impact,T1005,Data from Local System,15.1,enterprise,,,,"['https://mohemiv.com/all/rejetto-http-file-server-2-3m-unauthenticated-rce/', 'https://thehackernews.com/2024/07/ukrainian-institutions-targeted-using.html', 'https://www.bleepingcomputer.com/news/security/hackers-attack-hfs-servers-to-drop-malware-and-monero-miners/', 'https://socradar.io/critical-http-file-server-vulnerability-cve-2024-23692-actively-exploited-to-deploy-cryptomining-malware-rats-stealers/']","CVE-2024-23692 is a OS command injection vulnerability within the HTTP File Server (HFS) process for Rejetto. It has been reported to be exploited by threat actors to deploy cryptomining malware, install backdoors, Remote Access Trojans (RATs), and other malware like “GoThief” to exfiltrate sensitive data. ",,09/10/2024,02/11/2025
593,kev,02/13/2025,Other,CVE-2024-23692,Rejetto HTTP File Server Improper Neutralization of Special Elements Used in a Template Engine Vulnerability,secondary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://mohemiv.com/all/rejetto-http-file-server-2-3m-unauthenticated-rce/', 'https://thehackernews.com/2024/07/ukrainian-institutions-targeted-using.html', 'https://www.bleepingcomputer.com/news/security/hackers-attack-hfs-servers-to-drop-malware-and-monero-miners/', 'https://socradar.io/critical-http-file-server-vulnerability-cve-2024-23692-actively-exploited-to-deploy-cryptomining-malware-rats-stealers/']","CVE-2024-23692 is a OS command injection vulnerability within the HTTP File Server (HFS) process for Rejetto. It has been reported to be exploited by threat actors to deploy cryptomining malware, install backdoors, Remote Access Trojans (RATs), and other malware like “GoThief” to exfiltrate sensitive data. ",,09/10/2024,02/11/2025
594,kev,02/13/2025,Other,CVE-2024-23692,Rejetto HTTP File Server Improper Neutralization of Special Elements Used in a Template Engine Vulnerability,secondary_impact,T1105,Ingress Tool Transfer,15.1,enterprise,,,,"['https://mohemiv.com/all/rejetto-http-file-server-2-3m-unauthenticated-rce/', 'https://thehackernews.com/2024/07/ukrainian-institutions-targeted-using.html', 'https://www.bleepingcomputer.com/news/security/hackers-attack-hfs-servers-to-drop-malware-and-monero-miners/', 'https://socradar.io/critical-http-file-server-vulnerability-cve-2024-23692-actively-exploited-to-deploy-cryptomining-malware-rats-stealers/']","CVE-2024-23692 is a OS command injection vulnerability within the HTTP File Server (HFS) process for Rejetto. It has been reported to be exploited by threat actors to deploy cryptomining malware, install backdoors, Remote Access Trojans (RATs), and other malware like “GoThief” to exfiltrate sensitive data. ",,09/10/2024,02/11/2025
595,kev,02/13/2025,Other,CVE-2024-23692,Rejetto HTTP File Server Improper Neutralization of Special Elements Used in a Template Engine Vulnerability,primary_impact,T1082,System Information Discovery,15.1,enterprise,,,,"['https://mohemiv.com/all/rejetto-http-file-server-2-3m-unauthenticated-rce/', 'https://thehackernews.com/2024/07/ukrainian-institutions-targeted-using.html', 'https://www.bleepingcomputer.com/news/security/hackers-attack-hfs-servers-to-drop-malware-and-monero-miners/', 'https://socradar.io/critical-http-file-server-vulnerability-cve-2024-23692-actively-exploited-to-deploy-cryptomining-malware-rats-stealers/']","CVE-2024-23692 is a OS command injection vulnerability within the HTTP File Server (HFS) process for Rejetto. It has been reported to be exploited by threat actors to deploy cryptomining malware, install backdoors, Remote Access Trojans (RATs), and other malware like “GoThief” to exfiltrate sensitive data. ",,09/10/2024,02/11/2025
596,kev,02/13/2025,Command Injection,CVE-2023-49897,"FXC AE1021, AE1021PE OS Command Injection Vulnerability",secondary_impact,T1498,Network Denial of Service,15.1,enterprise,,,,"['https://www.akamai.com/blog/security-research/zero-day-vulnerability-spreading-mirai-patched', 'https://thehackernews.com/2023/11/mirai-based-botnet-exploiting-zero-day.html', 'https://www.akamai.com/blog/security-research/new-rce-botnet-spreads-mirai-via-zero-days']",CVE-2023-49897 is an OS command injection vulnerability affecting AE1021PE firmware. This vulnerability has been publicly reported to be leveraged during the InfectedSlurs campaign to install a Mirai malware variant with the intention of creating a distributed denial-of-service (DDoS) botnet with these infected devices.  ,,09/10/2024,02/11/2025
597,kev,02/13/2025,Command Injection,CVE-2023-49897,"FXC AE1021, AE1021PE OS Command Injection Vulnerability",primary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://www.akamai.com/blog/security-research/zero-day-vulnerability-spreading-mirai-patched', 'https://thehackernews.com/2023/11/mirai-based-botnet-exploiting-zero-day.html', 'https://www.akamai.com/blog/security-research/new-rce-botnet-spreads-mirai-via-zero-days']",CVE-2023-49897 is an OS command injection vulnerability affecting AE1021PE firmware. This vulnerability has been publicly reported to be leveraged during the InfectedSlurs campaign to install a Mirai malware variant with the intention of creating a distributed denial-of-service (DDoS) botnet with these infected devices.  ,,09/10/2024,02/11/2025
598,kev,02/13/2025,Command Injection,CVE-2023-49897,"FXC AE1021, AE1021PE OS Command Injection Vulnerability",exploitation_technique,T1203,Exploitation for Client Execution,15.1,enterprise,,,,"['https://www.akamai.com/blog/security-research/zero-day-vulnerability-spreading-mirai-patched', 'https://thehackernews.com/2023/11/mirai-based-botnet-exploiting-zero-day.html', 'https://www.akamai.com/blog/security-research/new-rce-botnet-spreads-mirai-via-zero-days']",CVE-2023-49897 is an OS command injection vulnerability affecting AE1021PE firmware. This vulnerability has been publicly reported to be leveraged during the InfectedSlurs campaign to install a Mirai malware variant with the intention of creating a distributed denial-of-service (DDoS) botnet with these infected devices.  ,,09/10/2024,02/11/2025
599,kev,02/13/2025,Command Injection,CVE-2023-47565,QNAP VioStor NVR OS Command Injection Vulnerability,secondary_impact,T1498,Network Denial of Service,15.1,enterprise,,,,"['https://thehackernews.com/2023/11/mirai-based-botnet-exploiting-zero-day.html', 'https://www.akamai.com/blog/security-research/new-rce-botnet-spreads-mirai-via-zero-days', 'https://www.akamai.com/blog/security-research/qnap-viostor-zero-day-vulnerability-spreading-mirai-patched']",CVE-2023-47565 is an OS command injection vulnerability in QNAP VioStor network video recorder (NVR) devices. This vulnerability has been publicly reported to be leveraged during the InfectedSlurs campaign to install a Mirai malware variant with the intention of creating a distributed denial-of-service (DDoS) botnet with these infected devices.  ,,09/10/2024,02/11/2025
600,kev,02/13/2025,Command Injection,CVE-2023-47565,QNAP VioStor NVR OS Command Injection Vulnerability,primary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://thehackernews.com/2023/11/mirai-based-botnet-exploiting-zero-day.html', 'https://www.akamai.com/blog/security-research/new-rce-botnet-spreads-mirai-via-zero-days', 'https://www.akamai.com/blog/security-research/qnap-viostor-zero-day-vulnerability-spreading-mirai-patched']",CVE-2023-47565 is an OS command injection vulnerability in QNAP VioStor network video recorder (NVR) devices. This vulnerability has been publicly reported to be leveraged during the InfectedSlurs campaign to install a Mirai malware variant with the intention of creating a distributed denial-of-service (DDoS) botnet with these infected devices.  ,,09/10/2024,02/11/2025
601,kev,02/13/2025,Other,CVE-2024-23692,Rejetto HTTP File Server Improper Neutralization of Special Elements Used in a Template Engine Vulnerability,exploitation_technique,T1221,Template Injection,15.1,enterprise,,,,"['https://mohemiv.com/all/rejetto-http-file-server-2-3m-unauthenticated-rce/', 'https://thehackernews.com/2024/07/ukrainian-institutions-targeted-using.html', 'https://www.bleepingcomputer.com/news/security/hackers-attack-hfs-servers-to-drop-malware-and-monero-miners/', 'https://socradar.io/critical-http-file-server-vulnerability-cve-2024-23692-actively-exploited-to-deploy-cryptomining-malware-rats-stealers/']","CVE-2024-23692 is a OS command injection vulnerability within the HTTP File Server (HFS) process for Rejetto. It has been reported to be exploited by threat actors to deploy cryptomining malware, install backdoors, Remote Access Trojans (RATs), and other malware like “GoThief” to exfiltrate sensitive data. ",,09/10/2024,02/11/2025
602,kev,02/13/2025,Command Injection,CVE-2023-47565,QNAP VioStor NVR OS Command Injection Vulnerability,exploitation_technique,T1203,Exploitation for Client Execution,15.1,enterprise,,,,"['https://thehackernews.com/2023/11/mirai-based-botnet-exploiting-zero-day.html', 'https://www.akamai.com/blog/security-research/new-rce-botnet-spreads-mirai-via-zero-days', 'https://www.akamai.com/blog/security-research/qnap-viostor-zero-day-vulnerability-spreading-mirai-patched']",CVE-2023-47565 is an OS command injection vulnerability in QNAP VioStor network video recorder (NVR) devices. This vulnerability has been publicly reported to be leveraged during the InfectedSlurs campaign to install a Mirai malware variant with the intention of creating a distributed denial-of-service (DDoS) botnet with these infected devices.  ,,09/10/2024,02/11/2025
603,kev,02/13/2025,Improper Access Control,CVE-2024-24919,Check Point Quantum Security Gateways Information Disclosure Vulnerability,secondary_impact,T1003.003,NTDS,15.1,enterprise,,,,"['https://www.greynoise.io/blog/whats-going-on-with-checkpoint-cve-2024-24919', 'https://labs.watchtowr.com/check-point-wrong-check-point-cve-2024-24919/', 'https://censys.com/cve-2024-24919/', 'https://www.rapid7.com/blog/post/2024/05/30/etr-cve-2024-24919-check-point-security-gateway-information-disclosure/']","CVE-2024-24919 is an information disclosure/arbitrary file read vulnerability within Check Point's Quantum Security Gateway products. It's been reported that attacker are leveraging this vulnerability to retrieve, all files on the local file system, read sensitive data and extract credentials for all local accounts, including Active Directory, SSH keys, and certificates. ",,09/10/2024,02/11/2025
604,kev,02/13/2025,Improper Access Control,CVE-2024-24919,Check Point Quantum Security Gateways Information Disclosure Vulnerability,secondary_impact,T1003.008,/etc/passwd and /etc/shadow,15.1,enterprise,,,,"['https://www.greynoise.io/blog/whats-going-on-with-checkpoint-cve-2024-24919', 'https://labs.watchtowr.com/check-point-wrong-check-point-cve-2024-24919/', 'https://censys.com/cve-2024-24919/', 'https://www.rapid7.com/blog/post/2024/05/30/etr-cve-2024-24919-check-point-security-gateway-information-disclosure/']","CVE-2024-24919 is an information disclosure/arbitrary file read vulnerability within Check Point's Quantum Security Gateway products. It's been reported that attacker are leveraging this vulnerability to retrieve, all files on the local file system, read sensitive data and extract credentials for all local accounts, including Active Directory, SSH keys, and certificates. ",,09/10/2024,02/11/2025
